STAY_DATE,PROPERTY,ROOM_CATEGORY,Rooms_Sold,Room_Revenue,Occupancy_Percentage
2022-01-04,New England,PRE,16,7052.1,4.938271604938271
2022-01-04,New England,STA,186,25362.96,57.407407407407405
2022-01-04,New England,THE,59,13952.91,18.209876543209877
2022-01-04,Poconos,PRE,58,17916.73,14.463840399002494
2022-01-04,Poconos,STA,200,34207.83,49.87531172069826
2022-01-04,Poconos,THE,84,19709.49,20.947630922693268
2022-01-04,Sandusky,PRE,21,4309.14,8.641975308641975
2022-01-04,Sandusky,STA,139,14114.17,57.20164609053497
2022-01-04,Sandusky,THE,76,9836.4,31.275720164609055
2022-01-04,Scottsdale,PRE,34,7693.35,12.977099236641221
2022-01-04,Scottsdale,STA,96,11273.59,36.6412213740458
2022-01-04,Scottsdale,THE,126,20110.76,48.091603053435115
2022-01-04,Southern California,PRE,10,4332.28,2.0746887966804977
2022-01-04,Southern California,STA,313,49055.7,64.93775933609959
2022-01-04,Southern California,THE,113,27674.14,23.443983402489625
2022-01-04,Traverse City,PRE,13,3774.1,6.63265306122449
2022-01-04,Traverse City,STA,75,8999.43,38.265306122448976
2022-01-04,Traverse City,THE,69,9936.52,35.204081632653065
2022-01-04,Williamsburg,PRE,70,14910.52,19.230769230769234
2022-01-04,Williamsburg,STA,130,17283.05,35.714285714285715
2022-01-04,Williamsburg,THE,101,17636.15,27.747252747252748
2022-01-04,Wisconsin Dells,PRE,16,3331.07,10.457516339869281
2022-01-04,Wisconsin Dells,STA,92,10224.11,60.130718954248366
2022-01-04,Wisconsin Dells,THE,30,5295.7699999999995,19.607843137254903
2022-01-05,Atlanta,PRE,42,7367.11,13.166144200626958
2022-01-05,Atlanta,STA,42,5272.79,13.166144200626958
2022-01-05,Atlanta,THE,132,18649.89,41.37931034482759
2022-01-05,Colorado,PRE,9,2541.75,3.862660944206009
2022-01-05,Colorado,STA,157,19896.16,67.38197424892704
2022-01-05,Colorado,THE,58,10774.65,24.892703862660944
2022-01-05,Concord,PRE,24,7171.2,6.64819944598338
2022-01-05,Concord,STA,116,15772.6,32.13296398891966
2022-01-05,Concord,THE,79,14276.86,21.88365650969529
2022-01-05,Grand Mound,PRE,48,11214.38,12.060301507537687
2022-01-05,Grand Mound,STA,126,18011.69,31.65829145728643
2022-01-05,Grand Mound,THE,94,17701.07,23.618090452261306
2022-01-05,Grapevine,PRE,43,11685.96,7.904411764705882
2022-01-05,Grapevine,STA,220,36658.02,40.44117647058824
2022-01-05,Grapevine,THE,151,24917.26,27.75735294117647
2022-01-05,Gurnee,PRE,20,5755.95,6.920415224913495
2022-01-05,Gurnee,STA,139,16831.5,48.09688581314879
2022-01-05,Gurnee,THE,81,12710.18,28.027681660899656
2022-01-05,Kansas City,PRE,14,2842.2200000000003,12.5
2022-01-05,Kansas City,STA,70,8505.79,62.5
2022-01-05,Kansas City,THE,44,7087.51,39.285714285714285
2022-01-05,Manteca,PRE,29,9056.47,6.8235294117647065
2022-01-05,Manteca,STA,194,32677.57,45.64705882352941
2022-01-05,Manteca,THE,106,22995.28,24.941176470588236
2022-01-05,Mason,PRE,46,9273.33,11.471321695760599
2022-01-05,Mason,STA,92,11849.99,22.942643391521198
2022-01-05,Mason,THE,115,17781.07,28.6783042394015
2022-01-05,Minnesota,PRE,11,2186.59,2.722772277227723
2022-01-05,Minnesota,STA,64,7177.97,15.841584158415841
2022-01-05,Minnesota,THE,22,3069.87,5.445544554455446
2022-01-05,New England,PRE,10,4015.2,3.0864197530864197
2022-01-05,New England,STA,165,22325.79,50.92592592592593
2022-01-05,New England,THE,55,12106.83,16.97530864197531
2022-01-05,Poconos,PRE,69,18954.66,17.206982543640898
2022-01-05,Poconos,STA,208,33670.04,51.87032418952619
2022-01-05,Poconos,THE,105,21695.11,26.184538653366584
2022-01-05,Sandusky,PRE,20,3134.99,8.23045267489712
2022-01-05,Sandusky,STA,126,13512.08,51.85185185185185
2022-01-05,Sandusky,THE,51,6276.4,20.98765432098765
2022-01-05,Scottsdale,PRE,31,6792.31,11.83206106870229
2022-01-05,Scottsdale,STA,82,9263.98,31.297709923664126
2022-01-05,Scottsdale,THE,114,17163.79,43.51145038167939
2022-01-05,Southern California,PRE,13,4985.63,2.6970954356846475
2022-01-05,Southern California,STA,310,46934.9,64.31535269709543
2022-01-05,Southern California,THE,121,28572.36,25.103734439834025
2022-01-05,Traverse City,PRE,12,3600.69,6.122448979591836
2022-01-05,Traverse City,STA,82,9705.7,41.83673469387755
2022-01-05,Traverse City,THE,68,10704.01,34.69387755102041
2022-01-05,Williamsburg,PRE,52,10421.89,14.285714285714285
2022-01-05,Williamsburg,STA,117,15399.18,32.142857142857146
2022-01-05,Williamsburg,THE,67,10641.33,18.40659340659341
2022-01-05,Wisconsin Dells,PRE,18,3595.74,11.76470588235294
2022-01-05,Wisconsin Dells,STA,51,5623.38,33.33333333333333
2022-01-05,Wisconsin Dells,THE,14,2442.72,9.15032679738562
2022-01-06,Atlanta,PRE,45,8075.02,14.106583072100312
2022-01-06,Atlanta,STA,49,6297.35,15.360501567398119
2022-01-06,Atlanta,THE,111,15911.54,34.79623824451411
2022-01-06,Colorado,PRE,12,3896.68,5.150214592274678
2022-01-06,Colorado,STA,159,21615.36,68.24034334763948
2022-01-06,Colorado,THE,54,10956.99,23.17596566523605
2022-01-06,Concord,PRE,22,6587.25,6.094182825484765
2022-01-06,Concord,STA,171,22058.81,47.368421052631575
2022-01-06,Concord,THE,80,15250.369999999999,22.160664819944596
2022-01-06,Grand Mound,PRE,51,12725.460000000001,12.814070351758794
2022-01-06,Grand Mound,STA,147,21992.06,36.93467336683417
2022-01-06,Grand Mound,THE,93,17655.87,23.366834170854272
2022-01-06,Grapevine,PRE,40,10723.59,7.352941176470589
2022-01-06,Grapevine,STA,211,35104.86,38.786764705882355
2022-01-06,Grapevine,THE,151,24963.56,27.75735294117647
2022-01-06,Gurnee,PRE,13,3916.15,4.498269896193772
2022-01-06,Gurnee,STA,151,19689.01,52.24913494809689
2022-01-06,Gurnee,THE,80,12043.44,27.68166089965398
2022-01-06,Kansas City,PRE,18,4758.72,16.071428571428573
2022-01-06,Kansas City,STA,71,9075.25,63.39285714285714
2022-01-06,Kansas City,THE,43,7692.95,38.392857142857146
2022-01-06,Manteca,PRE,27,8380.03,6.352941176470588
2022-01-06,Manteca,STA,184,29871.11,43.29411764705882
2022-01-06,Manteca,THE,92,19865.88,21.64705882352941
2022-01-06,Mason,PRE,52,11377.23,12.967581047381547
2022-01-06,Mason,STA,93,13346.17,23.19201995012469
2022-01-06,Mason,THE,123,19358.98,30.673316708229425
2022-01-06,Minnesota,PRE,13,2530.28,3.217821782178218
2022-01-06,Minnesota,STA,87,10314.72,21.534653465346533
2022-01-06,Minnesota,THE,25,3723.38,6.188118811881188
2022-01-06,New England,PRE,12,5752.51,3.7037037037037033
2022-01-06,New England,STA,165,23429.19,50.92592592592593
2022-01-06,New England,THE,42,10697.86,12.962962962962962
2022-01-06,Poconos,PRE,53,15749.1,13.216957605985039
2022-01-06,Poconos,STA,202,36698.94,50.374064837905244
2022-01-06,Poconos,THE,111,27149.2,27.680798004987533
2022-01-06,Sandusky,PRE,19,2969.57,7.818930041152264
2022-01-06,Sandusky,STA,132,13869.15,54.32098765432099
2022-01-06,Sandusky,THE,65,8633.17,26.74897119341564
2022-01-06,Scottsdale,PRE,30,6658.63,11.450381679389313
2022-01-06,Scottsdale,STA,82,9516.54,31.297709923664126
2022-01-06,Scottsdale,THE,100,15035.4,38.16793893129771
2022-01-06,Southern California,PRE,18,7281.73,3.7344398340248963
2022-01-06,Southern California,STA,309,47906.07,64.10788381742739
2022-01-06,Southern California,THE,115,26896.95,23.858921161825727
2022-01-06,Traverse City,PRE,5,1436.3600000000001,2.5510204081632653
2022-01-06,Traverse City,STA,68,8016.52,34.69387755102041
2022-01-06,Traverse City,THE,65,10093.53,33.16326530612245
2022-01-06,Williamsburg,PRE,69,14187.82,18.956043956043956
2022-01-06,Williamsburg,STA,98,13274.14,26.923076923076923
2022-01-06,Williamsburg,THE,84,13919.66,23.076923076923077
2022-01-06,Wisconsin Dells,PRE,11,2318.87,7.18954248366013
2022-01-06,Wisconsin Dells,STA,80,8037.3,52.28758169934641
2022-01-06,Wisconsin Dells,THE,20,3812.93,13.071895424836603
2022-01-07,Atlanta,PRE,52,17274.98,12.652068126520682
2022-01-07,Atlanta,STA,145,26429.1,35.27980535279806
2022-01-07,Atlanta,THE,161,37846.96,39.17274939172749
2022-01-07,Colorado,PRE,18,8686.75,5.787781350482315
2022-01-07,Colorado,STA,184,40016.01,59.163987138263664
2022-01-07,Colorado,THE,53,16611.49,17.041800643086816
2022-01-07,Concord,PRE,38,18677.91,9.45273631840796
2022-01-07,Concord,STA,172,40815.78,42.78606965174129
2022-01-07,Concord,THE,116,35867.82,28.855721393034827
2022-01-07,Grand Mound,PRE,51,22781.9,12.814070351758794
2022-01-07,Grand Mound,STA,201,48440.04,50.502512562814076
2022-01-07,Grand Mound,THE,103,34287.92,25.879396984924625
2022-01-07,Grapevine,PRE,42,19638.62,6.9421487603305785
2022-01-07,Grapevine,STA,320,60791.39,52.892561983471076
2022-01-07,Grapevine,THE,193,52179.15,31.900826446280995
2022-01-07,Gurnee,PRE,14,6100.06,4.229607250755287
2022-01-07,Gurnee,STA,193,41088.340000000004,58.30815709969789
2022-01-07,Gurnee,THE,119,27321.88,35.95166163141994
2022-01-07,Kansas City,PRE,25,11152.71,9.920634920634921
2022-01-07,Kansas City,STA,108,23022.41,42.857142857142854
2022-01-07,Kansas City,THE,67,20568.09,26.58730158730159
2022-01-07,Manteca,PRE,30,14614.93,7.0588235294117645
2022-01-07,Manteca,STA,231,50287.57,54.352941176470594
2022-01-07,Manteca,THE,125,38036.36,29.411764705882355
2022-01-07,Mason,PRE,64,26276.22,15.96009975062344
2022-01-07,Mason,STA,191,43011.59,47.63092269326683
2022-01-07,Mason,THE,141,38449.32,35.16209476309227
2022-01-07,Minnesota,PRE,27,8472.93,6.683168316831684
2022-01-07,Minnesota,STA,249,49586.55,61.633663366336634
2022-01-07,Minnesota,THE,56,15994.08,13.861386138613863
2022-01-07,New England,PRE,18,11140.210000000001,5.555555555555555
2022-01-07,New England,STA,257,62359.69,79.32098765432099
2022-01-07,New England,THE,73,29340.44,22.530864197530864
2022-01-07,Poconos,PRE,51,27583.43,12.718204488778055
2022-01-07,Poconos,STA,185,56940.93,46.13466334164589
2022-01-07,Poconos,THE,117,48883.53,29.177057356608476
2022-01-07,Sandusky,PRE,32,11560.48,11.808118081180812
2022-01-07,Sandusky,STA,166,32575.09,61.254612546125465
2022-01-07,Sandusky,THE,76,18483.31,28.044280442804425
2022-01-07,Scottsdale,PRE,37,12440.4,11.746031746031745
2022-01-07,Scottsdale,STA,105,19682.41,33.33333333333333
2022-01-07,Scottsdale,THE,120,27849.48,38.095238095238095
2022-01-07,Southern California,PRE,13,6646.34,2.5390625
2022-01-07,Southern California,STA,328,60797.22,64.0625
2022-01-07,Southern California,THE,98,29383.38,19.140625
2022-01-07,Traverse City,PRE,17,8706.94,7.5892857142857135
2022-01-07,Traverse City,STA,75,18324.7,33.482142857142854
2022-01-07,Traverse City,THE,78,20906.48,34.82142857142857
2022-01-07,Williamsburg,PRE,96,30427.63,26.373626373626376
2022-01-07,Williamsburg,STA,137,30547.16,37.637362637362635
2022-01-07,Williamsburg,THE,129,33936.14,35.43956043956044
2022-01-07,Wisconsin Dells,PRE,39,11646.82,12.703583061889251
2022-01-07,Wisconsin Dells,STA,192,28286.68,62.54071661237784
2022-01-07,Wisconsin Dells,THE,61,13254.25,19.86970684039088
2022-01-08,Atlanta,PRE,45,22507.57,10.948905109489052
2022-01-08,Atlanta,STA,169,43304.98,41.119221411192214
2022-01-08,Atlanta,THE,160,55635.7,38.929440389294406
2022-01-08,Colorado,PRE,23,12600.74,7.395498392282958
2022-01-08,Colorado,STA,177,49083.0,56.91318327974276
2022-01-08,Colorado,THE,51,18753.79,16.39871382636656
2022-01-08,Concord,PRE,53,31649.58,13.184079601990051
2022-01-08,Concord,STA,187,60112.92,46.517412935323385
2022-01-08,Concord,THE,150,62106.409999999996,37.3134328358209
2022-01-08,Grand Mound,PRE,53,31996.67,13.316582914572864
2022-01-08,Grand Mound,STA,162,55017.12,40.7035175879397
2022-01-08,Grand Mound,THE,100,45022.59,25.125628140703515
2022-01-08,Grapevine,PRE,47,27763.25,7.768595041322314
2022-01-08,Grapevine,STA,305,72286.89,50.413223140495866
2022-01-08,Grapevine,THE,197,66680.56,32.56198347107438
2022-01-08,Gurnee,PRE,17,9333.7,5.13595166163142
2022-01-08,Gurnee,STA,182,51091.46,54.98489425981873
2022-01-08,Gurnee,THE,133,41974.24,40.181268882175225
2022-01-08,Kansas City,PRE,31,18442.63,12.3015873015873
2022-01-08,Kansas City,STA,95,33934.44,37.698412698412696
2022-01-08,Kansas City,THE,74,29817.81,29.365079365079367
2022-01-08,Manteca,PRE,32,19683.35,7.529411764705881
2022-01-08,Manteca,STA,227,68081.58,53.41176470588235
2022-01-08,Manteca,THE,94,40671.17,22.11764705882353
2022-01-08,Mason,PRE,71,41068.44,17.70573566084788
2022-01-08,Mason,STA,199,63702.66,49.62593516209476
2022-01-08,Mason,THE,137,60630.75,34.1645885286783
2022-01-08,Minnesota,PRE,24,10927.58,5.9405940594059405
2022-01-08,Minnesota,STA,282,84912.84,69.80198019801979
2022-01-08,Minnesota,THE,59,23146.69,14.603960396039604
2022-01-08,New England,PRE,18,16539.68,5.555555555555555
2022-01-08,New England,STA,265,94187.16,81.79012345679013
2022-01-08,New England,THE,88,44959.94,27.160493827160494
2022-01-08,Poconos,PRE,59,45295.11,14.713216957605985
2022-01-08,Poconos,STA,181,85016.41,45.137157107231914
2022-01-08,Poconos,THE,118,68911.55,29.42643391521197
2022-01-08,Sandusky,PRE,32,16374.380000000001,11.808118081180812
2022-01-08,Sandusky,STA,176,50669.23,64.94464944649447
2022-01-08,Sandusky,THE,75,25003.2,27.67527675276753
2022-01-08,Scottsdale,PRE,39,17863.16,12.380952380952381
2022-01-08,Scottsdale,STA,132,32996.91,41.904761904761905
2022-01-08,Scottsdale,THE,115,37293.37,36.507936507936506
2022-01-08,Southern California,PRE,17,9036.17,3.3203125
2022-01-08,Southern California,STA,333,78775.2,65.0390625
2022-01-08,Southern California,THE,90,34643.69,17.578125
2022-01-08,Traverse City,PRE,18,11208.04,8.035714285714286
2022-01-08,Traverse City,STA,77,24489.7,34.375
2022-01-08,Traverse City,THE,76,27116.89,33.92857142857143
2022-01-08,Williamsburg,PRE,117,54060.61,32.142857142857146
2022-01-08,Williamsburg,STA,133,43085.75,36.53846153846153
2022-01-08,Williamsburg,THE,136,50173.7,37.362637362637365
2022-01-08,Wisconsin Dells,PRE,38,15564.57,12.37785016286645
2022-01-08,Wisconsin Dells,STA,192,42772.61,62.54071661237784
2022-01-08,Wisconsin Dells,THE,56,18008.08,18.241042345276874
2022-01-09,Atlanta,PRE,49,8272.33,15.360501567398119
2022-01-09,Atlanta,STA,45,6193.1,14.106583072100312
2022-01-09,Atlanta,THE,86,12543.42,26.959247648902824
2022-01-09,Colorado,PRE,7,2473.47,3.225806451612903
2022-01-09,Colorado,STA,152,20179.86,70.04608294930875
2022-01-09,Colorado,THE,42,8835.34,19.35483870967742
2022-01-09,Concord,PRE,19,5964.02,5.919003115264798
2022-01-09,Concord,STA,189,30708.08,58.87850467289719
2022-01-09,Concord,THE,84,17866.59,26.168224299065418
2022-01-09,Grand Mound,PRE,48,12926.84,15.09433962264151
2022-01-09,Grand Mound,STA,153,23992.75,48.113207547169814
2022-01-09,Grand Mound,THE,90,18510.36,28.30188679245283
2022-01-09,Grapevine,PRE,25,6650.7,4.595588235294118
2022-01-09,Grapevine,STA,141,19221.42,25.919117647058826
2022-01-09,Grapevine,THE,155,25457.21,28.49264705882353
