Date,Property,LOB,Total_Revenue,RevPOR,RevPAR
2022-01-04,Gurnee,Retail,3976.81,27.238424657534246,13.760588235294117
2022-01-04,Kansas City,Attractions,6209.77,144.4132558139535,55.444375
2022-01-04,Kansas City,Food and Beverage,7031.97,26.435977443609023,62.78544642857143
2022-01-04,Kansas City,Retail,3433.04,25.05868613138686,30.652142857142856
2022-01-04,Manteca,Attractions,18638.92,69.03303703703703,43.85628235294117
2022-01-04,Manteca,Food and Beverage,35033.71,24.379756437021573,82.43225882352941
2022-01-04,Manteca,Retail,12309.18,48.461338582677165,28.962776470588235
2022-01-04,Mason,Attractions,11578.85,86.40932835820895,28.87493765586035
2022-01-04,Mason,Food and Beverage,23206.34,21.587293023255814,57.871172069825434
2022-01-04,Mason,Retail,6969.29,28.798719008264463,17.379775561097258
2022-01-04,Minnesota,Attractions,6090.0,95.15625,15.074257425742575
2022-01-04,Minnesota,Food and Beverage,8863.59,22.43946835443038,21.939579207920794
2022-01-04,Minnesota,Retail,2500.34,30.124578313253014,6.1889603960396045
2022-01-04,New England,Attractions,123709.77,583.5366509433962,381.8202777777778
2022-01-04,New England,Food and Beverage,26561.8,29.64486607142857,81.98086419753086
2022-01-04,New England,Retail,5190.92,29.16247191011236,16.02135802469136
2022-01-04,Poconos,Attractions,17057.39,78.96939814814814,42.53713216957606
2022-01-04,Poconos,Food and Beverage,22254.88,19.782115555555556,55.498453865336664
2022-01-04,Poconos,Retail,6962.23,31.220762331838564,17.36216957605985
2022-01-04,Sandusky,Attractions,9947.41,109.3121978021978,40.93584362139918
2022-01-04,Sandusky,Food and Beverage,11417.5,22.126937984496124,46.98559670781893
2022-01-04,Sandusky,Retail,6227.44,39.41417721518987,25.627325102880658
2022-01-04,Scottsdale,Attractions,9796.8,44.530909090909084,37.39236641221374
2022-01-04,Scottsdale,Food and Beverage,24772.35,26.269724284199363,94.55095419847328
2022-01-04,Scottsdale,Retail,6675.82,36.08551351351351,25.480229007633586
2022-01-04,Southern California,Attractions,16275.15,114.6137323943662,33.76587136929461
2022-01-04,Southern California,Food and Beverage,38456.22,29.764876160990713,79.7846887966805
2022-01-04,Southern California,Retail,8910.41,24.88941340782123,18.486327800829876
2022-01-04,Traverse City,Attractions,6554.39,78.96855421686747,33.44076530612245
2022-01-04,Traverse City,Food and Beverage,11082.91,20.754513108614233,56.54545918367347
2022-01-04,Traverse City,Retail,4798.64,34.03290780141844,24.482857142857146
2022-01-04,Williamsburg,Attractions,12909.98,69.03732620320855,35.46697802197802
2022-01-04,Williamsburg,Food and Beverage,50419.48,61.33756690997567,138.51505494505494
2022-01-04,Williamsburg,Retail,6721.39,35.00723958333334,18.465357142857144
2022-01-04,Wisconsin Dells,Attractions,5549.74,106.72576923076923,36.272810457516336
2022-01-04,Wisconsin Dells,Food and Beverage,8326.27,20.763765586034914,54.42006535947713
2022-01-04,Wisconsin Dells,Retail,3073.15,37.47743902439024,20.085947712418303
2022-01-05,Atlanta,Attractions,10990.45,61.05805555555556,34.452821316614425
2022-01-05,Atlanta,Food and Beverage,22765.23,26.07701030927835,71.36435736677116
2022-01-05,Atlanta,Retail,6895.78,34.6521608040201,21.616865203761755
2022-01-05,Colorado,Attractions,10538.93,63.87230303030303,45.23145922746781
2022-01-05,Colorado,Food and Beverage,18491.89,26.081650211565584,79.36433476394849
2022-01-05,Colorado,Retail,6147.9,29.557211538461537,26.385836909871244
2022-01-05,Concord,Attractions,21862.69,142.89339869281045,60.56146814404432
2022-01-05,Concord,Food and Beverage,14455.99,23.973449419568823,40.044293628808866
2022-01-05,Concord,Retail,5307.24,36.60165517241379,14.701495844875346
2022-01-05,Grand Mound,Attractions,14982.46,107.01757142857143,37.64437185929648
2022-01-05,Grand Mound,Food and Beverage,25948.03,25.8962375249501,65.19605527638191
2022-01-05,Grand Mound,Retail,8222.86,33.02353413654619,20.660452261306535
2022-01-05,Grapevine,Attractions,5050.31,37.972255639097746,9.283658088235295
2022-01-05,Grapevine,Food and Beverage,70004.33,54.09917310664606,128.68443014705883
2022-01-05,Grapevine,Retail,10045.63,32.828856209150324,18.466231617647058
2022-01-05,Gurnee,Attractions,13335.5,95.93884892086331,46.14359861591696
2022-01-05,Gurnee,Food and Beverage,16474.04,28.017074829931975,57.00359861591696
2022-01-05,Gurnee,Retail,4585.65,32.522340425531915,15.867301038062282
2022-01-05,Kansas City,Attractions,2923.75,85.99264705882354,26.104910714285715
2022-01-05,Kansas City,Food and Beverage,6596.21,22.20946127946128,58.894732142857144
2022-01-05,Kansas City,Retail,1874.3,29.75079365079365,16.73482142857143
2022-01-05,Manteca,Attractions,16564.31,61.122915129151295,38.974847058823535
2022-01-05,Manteca,Food and Beverage,25651.26,22.30544347826087,60.355905882352936
2022-01-05,Manteca,Retail,9221.84,34.66857142857143,21.69844705882353
2022-01-05,Mason,Attractions,11475.33,97.2485593220339,28.616783042394015
2022-01-05,Mason,Food and Beverage,17972.4,20.80138888888889,44.81895261845387
2022-01-05,Mason,Retail,5603.84,29.186666666666667,13.974663341645886
2022-01-05,Minnesota,Attractions,4348.78,124.25085714285713,10.764306930693069
2022-01-05,Minnesota,Food and Beverage,6747.71,21.35351265822785,16.702252475247526
2022-01-05,Minnesota,Retail,1505.1399999999999,26.405964912280698,3.7255940594059402
2022-01-05,New England,Attractions,111380.41,508.5863470319635,343.76669753086423
2022-01-05,New England,Food and Beverage,20739.48,25.795373134328358,64.01074074074074
2022-01-05,New England,Retail,5755.26,32.1522905027933,17.763148148148147
2022-01-05,Poconos,Attractions,15093.14,68.60518181818182,37.63875311720698
2022-01-05,Poconos,Food and Beverage,24258.21,22.17386654478976,60.494289276807976
2022-01-05,Poconos,Retail,8733.01,33.33209923664122,21.778079800498755
2022-01-05,Sandusky,Attractions,2154.44,37.79719298245614,8.866008230452675
2022-01-05,Sandusky,Food and Beverage,8872.29,22.925813953488376,36.51148148148148
2022-01-05,Sandusky,Retail,4483.6,42.298113207547175,18.451028806584365
2022-01-05,Scottsdale,Attractions,9085.72,52.518612716763,34.678320610687024
2022-01-05,Scottsdale,Food and Beverage,20999.71,25.149353293413174,80.15156488549619
2022-01-05,Scottsdale,Retail,5188.46,32.63182389937107,19.803282442748092
2022-01-05,Southern California,Attractions,15861.890000000001,108.64308219178083,32.908485477178424
2022-01-05,Southern California,Food and Beverage,37380.38,27.916639283047047,77.55265560165975
2022-01-05,Southern California,Retail,11319.85,33.39188790560472,23.485165975103737
2022-01-05,Traverse City,Attractions,10383.130000000001,97.03859813084114,52.975153061224496
2022-01-05,Traverse City,Food and Beverage,11114.57,21.45669884169884,56.70698979591837
2022-01-05,Traverse City,Retail,5381.44,36.60843537414966,27.456326530612245
2022-01-05,Williamsburg,Attractions,15373.73,76.48621890547264,42.23552197802198
2022-01-05,Williamsburg,Food and Beverage,14708.26,19.558856382978725,40.40730769230769
2022-01-05,Williamsburg,Retail,6023.54,31.87058201058201,16.548186813186813
2022-01-05,Wisconsin Dells,Attractions,3452.71,127.87814814814816,22.56673202614379
2022-01-05,Wisconsin Dells,Food and Beverage,4994.18,22.098141592920356,32.64169934640523
2022-01-05,Wisconsin Dells,Retail,2287.15,43.98365384615385,14.948692810457517
2022-01-06,Atlanta,Attractions,9236.47,59.97707792207792,28.954451410658304
2022-01-06,Atlanta,Food and Beverage,22839.82,31.590345781466112,71.59818181818181
2022-01-06,Atlanta,Retail,7075.47,35.73469696969697,22.180156739811913
2022-01-06,Colorado,Attractions,3470.72,27.115,14.895793991416308
2022-01-06,Colorado,Food and Beverage,17959.74,25.76720229555237,77.08042918454936
2022-01-06,Colorado,Retail,5702.76,29.395670103092783,24.475364806866953
2022-01-06,Concord,Attractions,12082.26,90.84406015037594,33.46886426592798
2022-01-06,Concord,Food and Beverage,16824.09,24.068798283261803,46.60412742382272
2022-01-06,Concord,Retail,4063.98,28.222083333333334,11.257562326869806
2022-01-06,Grand Mound,Attractions,21494.43,122.82531428571428,54.00610552763819
2022-01-06,Grand Mound,Food and Beverage,27081.83,27.46635902636917,68.04479899497488
2022-01-06,Grand Mound,Retail,7831.19,33.61025751072961,19.676356783919598
2022-01-06,Grapevine,Attractions,4726.08,40.74206896551724,8.68764705882353
2022-01-06,Grapevine,Food and Beverage,58228.26,50.15354005167959,107.03724264705883
2022-01-06,Grapevine,Retail,6604.48,33.3559595959596,12.140588235294118
2022-01-06,Gurnee,Attractions,11982.85,76.32388535031848,41.463148788927334
2022-01-06,Gurnee,Food and Beverage,17992.89,27.724021571648688,62.259134948096886
2022-01-06,Gurnee,Retail,3572.73,28.13173228346457,12.362387543252595
2022-01-06,Kansas City,Attractions,2117.9,62.29117647058824,18.90982142857143
2022-01-06,Kansas City,Food and Beverage,6834.87,24.94478102189781,61.025625
2022-01-06,Kansas City,Retail,3128.53,34.00576086956522,27.933303571428574
2022-01-06,Manteca,Attractions,16248.82,59.08661818181818,38.23251764705882
2022-01-06,Manteca,Food and Beverage,26331.68,23.70088208820882,61.95689411764706
2022-01-06,Manteca,Retail,9324.84,33.18448398576513,21.9408
2022-01-06,Mason,Attractions,10871.54,76.02475524475526,27.111072319202
2022-01-06,Mason,Food and Beverage,17559.57,22.032082810539524,43.78945137157107
2022-01-06,Mason,Retail,5410.89,30.743693181818184,13.49349127182045
2022-01-06,Minnesota,Attractions,4382.8,104.35238095238095,10.848514851485149
2022-01-06,Minnesota,Food and Beverage,8486.57,21.430732323232323,21.006361386138614
2022-01-06,Minnesota,Retail,2480.8,32.642105263157895,6.140594059405941
2022-01-06,New England,Attractions,91892.33,531.1695375722544,283.6183024691358
2022-01-06,New England,Food and Beverage,18864.46,23.61008760951189,58.22364197530864
2022-01-06,New England,Retail,5903.65,35.56415662650602,18.22114197530864
2022-01-06,Poconos,Attractions,10266.29,42.07495901639344,25.601720698254365
2022-01-06,Poconos,Food and Beverage,26677.25,21.636050283860502,66.52680798004988
2022-01-06,Poconos,Retail,10072.55,34.028885135135134,25.118578553615958
2022-01-06,Sandusky,Attractions,9338.83,139.3855223880597,38.431399176954734
2022-01-06,Sandusky,Food and Beverage,8565.47,21.684734177215187,35.248847736625514
2022-01-06,Sandusky,Retail,5813.15,38.497682119205294,23.922427983539094
2022-01-06,Scottsdale,Attractions,4647.5,30.178571428571427,17.73854961832061
2022-01-06,Scottsdale,Food and Beverage,17888.6,25.738992805755394,68.27709923664122
2022-01-06,Scottsdale,Retail,4060.65,30.303358208955224,15.498664122137406
2022-01-06,Southern California,Attractions,16857.34,111.63801324503311,34.973734439834026
2022-01-06,Southern California,Food and Beverage,36303.96,29.467499999999998,75.31941908713692
2022-01-06,Southern California,Retail,10718.460000000001,30.888933717579253,22.23746887966805
2022-01-06,Traverse City,Attractions,8206.75,101.3179012345679,41.871173469387756
2022-01-06,Traverse City,Food and Beverage,9579.31,19.430649087221095,48.874030612244894
2022-01-06,Traverse City,Retail,5005.22,40.041760000000004,25.53683673469388
2022-01-06,Williamsburg,Attractions,12109.05,73.83567073170731,33.26662087912088
2022-01-06,Williamsburg,Food and Beverage,16410.46,20.772734177215188,45.083681318681315
2022-01-06,Williamsburg,Retail,4795.69,25.645401069518716,13.174972527472526
2022-01-06,Wisconsin Dells,Attractions,1235.55,61.777499999999996,8.07549019607843
2022-01-06,Wisconsin Dells,Food and Beverage,6059.25,22.779135338345863,39.60294117647059
2022-01-06,Wisconsin Dells,Retail,2008.24,36.51345454545454,13.125751633986928
2022-01-07,Atlanta,Attractions,13135.98,63.45884057971014,31.96102189781022
2022-01-07,Atlanta,Food and Beverage,37139.93,32.239522569444446,90.36479318734793
2022-01-07,Atlanta,Retail,8305.37,37.75168181818182,20.20771289537713
2022-01-07,Colorado,Attractions,5166.13,32.905286624203825,16.611350482315114
2022-01-07,Colorado,Food and Beverage,20694.28,26.599331619537274,66.54109324758842
2022-01-07,Colorado,Retail,7340.33,29.12829365079365,23.60234726688103
2022-01-07,Concord,Attractions,12459.39,66.62775401069518,30.993507462686566
2022-01-07,Concord,Food and Beverage,20159.3,23.224999999999998,50.147512437810946
2022-01-07,Concord,Retail,7259.13,35.93628712871287,18.057537313432835
2022-01-07,Grand Mound,Attractions,8961.789999999999,59.74526666666666,22.517060301507534
2022-01-07,Grand Mound,Food and Beverage,28355.74,30.654854054054056,71.24557788944723
2022-01-07,Grand Mound,Retail,8755.57,35.88348360655738,21.99891959798995
2022-01-07,Grapevine,Attractions,17194.31,97.14299435028249,28.42034710743802
2022-01-07,Grapevine,Food and Beverage,45455.11,27.9379901659496,75.1324132231405
2022-01-07,Grapevine,Retail,9274.15,32.88705673758865,15.329173553719007
2022-01-07,Gurnee,Attractions,4343.62,38.439115044247785,13.122719033232627
2022-01-07,Gurnee,Food and Beverage,19810.14,29.391899109792284,59.84936555891238
2022-01-07,Gurnee,Retail,6236.05,31.81658163265306,18.840030211480364
2022-01-07,Kansas City,Attractions,6262.43,149.1054761904762,24.8509126984127
2022-01-07,Kansas City,Food and Beverage,10950.47,28.222860824742266,43.45424603174603
2022-01-07,Kansas City,Retail,3254.07,27.576864406779663,12.912976190476192
2022-01-07,Manteca,Attractions,19281.97,64.48819397993311,45.36934117647059
2022-01-07,Manteca,Food and Beverage,36539.11,27.025968934911244,85.97437647058824
2022-01-07,Manteca,Retail,9719.37,33.7478125,22.869105882352944
2022-01-07,Mason,Attractions,14764.47,108.5622794117647,36.81912718204489
2022-01-07,Mason,Food and Beverage,24418.44,27.49824324324324,60.89386533665835
2022-01-07,Mason,Retail,9382.59,29.786,23.39798004987531
2022-01-07,Minnesota,Attractions,10691.45,127.27916666666667,26.463985148514855
2022-01-07,Minnesota,Food and Beverage,19158.79,24.81708549222798,47.42274752475248
2022-01-07,Minnesota,Retail,4648.73,32.06020689655172,11.506757425742574
